gene_id
ENSMUSG00000085981.1
ENSMUSG00000022685.8
ENSMUSG00000032244.9
ENSMUSG00000101447.1
ENSMUSG00000025855.13
ENSMUSG00000041012.4
ENSMUSG00000039717.16
ENSMUSG00000085757.7
ENSMUSG00000033768.16
ENSMUSG00000029167.13
ENSMUSG00000041815.13
ENSMUSG00000067158.9
ENSMUSG00000030507.6
ENSMUSG00000097553.1
ENSMUSG00000090059.4
ENSMUSG00000021340.12
ENSMUSG00000041592.16
ENSMUSG00000095028.6
ENSMUSG00000040213.13
ENSMUSG00000093514.3
ENSMUSG00000026077.15
ENSMUSG00000092204.1
ENSMUSG00000107047.1
ENSMUSG00000034800.15
ENSMUSG00000071984.10
ENSMUSG00000085568.7
ENSMUSG00000057816.7
ENSMUSG00000044912.9
ENSMUSG00000024544.8
ENSMUSG00000109127.1
ENSMUSG00000105961.1
ENSMUSG00000062190.12
ENSMUSG00000031343.13
ENSMUSG00000025453.16
ENSMUSG00000050064.14
ENSMUSG00000024896.8
ENSMUSG00000029269.11
ENSMUSG00000030075.10
ENSMUSG00000109508.1
ENSMUSG00000060924.15
ENSMUSG00000030465.19
ENSMUSG00000046808.17
ENSMUSG00000051747.14
ENSMUSG00000002076.11
ENSMUSG00000050103.17
ENSMUSG00000030839.12
ENSMUSG00000035864.14
ENSMUSG00000020719.14
ENSMUSG00000108532.1
ENSMUSG00000030921.17
ENSMUSG00000085925.2
ENSMUSG00000055471.6
ENSMUSG00000087022.4
ENSMUSG00000030717.9
ENSMUSG00000085162.7
ENSMUSG00000017288.15
ENSMUSG00000039419.17
ENSMUSG00000062991.7
ENSMUSG00000004356.7
ENSMUSG00000055972.5
ENSMUSG00000021730.8
ENSMUSG00000029088.16
ENSMUSG00000078919.10
ENSMUSG00000028031.6
ENSMUSG00000052504.6
ENSMUSG00000024245.4
ENSMUSG00000105265.4
ENSMUSG00000097040.6
ENSMUSG00000105579.2
ENSMUSG00000056755.13
ENSMUSG00000089991.2
ENSMUSG00000015968.16
ENSMUSG00000015597.16
ENSMUSG00000052516.17
ENSMUSG00000059203.10
ENSMUSG00000028389.11
ENSMUSG00000063600.14
ENSMUSG00000025551.13
ENSMUSG00000026567.16
ENSMUSG00000031997.9
ENSMUSG00000023868.15
ENSMUSG00000029729.12
ENSMUSG00000022311.15
ENSMUSG00000066392.11
ENSMUSG00000042426.5
ENSMUSG00000059921.15
ENSMUSG00000049336.16
ENSMUSG00000087461.2
ENSMUSG00000056158.14
ENSMUSG00000019888.15
ENSMUSG00000026185.8
ENSMUSG00000029092.9
ENSMUSG00000028059.15
ENSMUSG00000064115.13
ENSMUSG00000024776.17
ENSMUSG00000059187.12
ENSMUSG00000000560.9
ENSMUSG00000061353.11
ENSMUSG00000051401.6
ENSMUSG00000045083.14
ENSMUSG00000038583.12
ENSMUSG00000041014.17
ENSMUSG00000063626.6
ENSMUSG00000028033.16
ENSMUSG00000027684.16
ENSMUSG00000097536.2
ENSMUSG00000024109.18
ENSMUSG00000034912.16
ENSMUSG00000036109.17
ENSMUSG00000031965.15
ENSMUSG00000032625.14
ENSMUSG00000057378.15
ENSMUSG00000039488.15
ENSMUSG00000059956.14
ENSMUSG00000092094.5
ENSMUSG00000070695.4
ENSMUSG00000022829.14
ENSMUSG00000036218.15
ENSMUSG00000110246.1
ENSMUSG00000038215.15
ENSMUSG00000079157.4
ENSMUSG00000055639.16
ENSMUSG00000064339.1
ENSMUSG00000033417.15
ENSMUSG00000028176.11
ENSMUSG00000023914.16
ENSMUSG00000039539.13
ENSMUSG00000025892.16
ENSMUSG00000030327.8
ENSMUSG00000029212.11
ENSMUSG00000036617.16
ENSMUSG00000026353.9
ENSMUSG00000049690.15
ENSMUSG00000063919.10
ENSMUSG00000052187.4
ENSMUSG00000060843.11
ENSMUSG00000059772.12
ENSMUSG00000039007.9
ENSMUSG00000075104.2
ENSMUSG00000085439.1
ENSMUSG00000008658.15
ENSMUSG00000052512.17
ENSMUSG00000062257.13
ENSMUSG00000064337.1
ENSMUSG00000036264.9
ENSMUSG00000068196.4
ENSMUSG00000044349.15
ENSMUSG00000103428.1
ENSMUSG00000031772.17
ENSMUSG00000022935.15
ENSMUSG00000069670.7
ENSMUSG00000052551.15
ENSMUSG00000034310.8
ENSMUSG00000096914.3
ENSMUSG00000051910.13
ENSMUSG00000032036.15
ENSMUSG00000026494.12
ENSMUSG00000060534.15
ENSMUSG00000086727.7
ENSMUSG00000085776.8
ENSMUSG00000022240.9
ENSMUSG00000042453.14
ENSMUSG00000034324.16
ENSMUSG00000022321.15
ENSMUSG00000022053.13
ENSMUSG00000059146.12
ENSMUSG00000022371.15
ENSMUSG00000052572.16
ENSMUSG00000055421.8
ENSMUSG00000033207.6
ENSMUSG00000015829.13
ENSMUSG00000106379.1
ENSMUSG00000032899.14
ENSMUSG00000030031.14
ENSMUSG00000034402.2
ENSMUSG00000020061.17
ENSMUSG00000064293.14
ENSMUSG00000057123.14
ENSMUSG00000026109.14
ENSMUSG00000063063.12
ENSMUSG00000038048.7
ENSMUSG00000033255.8
ENSMUSG00000022858.15
ENSMUSG00000102437.1
ENSMUSG00000074852.3
ENSMUSG00000055540.15
ENSMUSG00000019899.15
ENSMUSG00000044071.7
ENSMUSG00000054302.15
ENSMUSG00000027210.20
ENSMUSG00000004110.15
ENSMUSG00000020100.15
ENSMUSG00000038248.8
ENSMUSG00000063887.13
ENSMUSG00000052726.15
ENSMUSG00000052613.16
ENSMUSG00000005220.10
ENSMUSG00000031137.17
ENSMUSG00000037217.15
ENSMUSG00000056222.14
ENSMUSG00000109741.1
ENSMUSG00000074505.5
ENSMUSG00000001870.15
ENSMUSG00000055653.13
ENSMUSG00000036510.17
ENSMUSG00000049176.14
ENSMUSG00000060882.5
ENSMUSG00000059974.10
ENSMUSG00000035131.14
ENSMUSG00000028487.18
ENSMUSG00000052581.13
ENSMUSG00000045875.12
ENSMUSG00000054423.13
ENSMUSG00000103996.1
ENSMUSG00000062209.15
ENSMUSG00000073067.10
ENSMUSG00000100341.1
ENSMUSG00000053465.5
ENSMUSG00000056204.8
ENSMUSG00000027859.10
ENSMUSG00000051951.5
ENSMUSG00000032259.8
ENSMUSG00000026768.10
ENSMUSG00000069085.5
ENSMUSG00000038296.14
ENSMUSG00000032537.15
ENSMUSG00000041741.10
ENSMUSG00000057098.14
ENSMUSG00000058897.17
ENSMUSG00000050944.14
ENSMUSG00000032776.9
ENSMUSG00000055026.13
ENSMUSG00000025584.17
ENSMUSG00000015484.3
ENSMUSG00000071424.10
ENSMUSG00000032289.15
ENSMUSG00000030020.13
ENSMUSG00000017897.18
ENSMUSG00000070866.4
ENSMUSG00000097156.7
ENSMUSG00000046178.3
ENSMUSG00000069601.13
ENSMUSG00000036469.16
ENSMUSG00000086141.7
ENSMUSG00000020181.15
ENSMUSG00000051177.16
ENSMUSG00000022762.17
ENSMUSG00000024500.18
ENSMUSG00000042256.4
ENSMUSG00000021990.15
ENSMUSG00000019906.14
ENSMUSG00000027834.15
ENSMUSG00000028373.16
ENSMUSG00000023935.9
ENSMUSG00000054932.6
ENSMUSG00000066113.16
ENSMUSG00000027797.15
ENSMUSG00000090935.10
ENSMUSG00000026058.11
ENSMUSG00000028677.18
ENSMUSG00000100510.6
ENSMUSG00000026686.14
ENSMUSG00000018589.8
ENSMUSG00000097311.7
ENSMUSG00000055409.14
ENSMUSG00000090061.9
ENSMUSG00000058290.3
ENSMUSG00000070780.11
ENSMUSG00000038349.10
ENSMUSG00000020160.18
ENSMUSG00000100807.2
ENSMUSG00000049252.17
ENSMUSG00000037492.16
ENSMUSG00000053141.16
ENSMUSG00000043372.12
ENSMUSG00000005534.10
ENSMUSG00000029245.16
ENSMUSG00000086020.1
