gene_id
ENSG00000211892.2
ENSG00000253755.1
ENSG00000211897.3
ENSG00000163737.3
ENSG00000143546.5
ENSG00000254138.1
ENSG00000273409.1
ENSG00000088726.11
ENSG00000163736.3
ENSG00000115523.12
ENSG00000166033.7
ENSG00000169704.4
ENSG00000253474.1
ENSG00000163220.10
ENSG00000103449.7
ENSG00000185245.6
ENSG00000211592.2
ENSG00000232895.2
ENSG00000166091.15
ENSG00000101463.5
ENSG00000134207.10
ENSG00000259207.3
ENSG00000174175.12
ENSG00000211898.3
ENSG00000196415.5
ENSG00000138735.11
ENSG00000162493.12
ENSG00000204424.8
ENSG00000196092.8
ENSG00000134539.12
ENSG00000205038.7
ENSG00000248242.1
ENSG00000115602.12
ENSG00000128218.7
ENSG00000138798.7
ENSG00000090659.13
ENSG00000163508.8
ENSG00000125730.12
ENSG00000259719.1
ENSG00000184156.11
ENSG00000119862.8
ENSG00000225885.2
ENSG00000105609.12
ENSG00000170677.5
ENSG00000162614.14
ENSG00000206052.6
ENSG00000082293.8
ENSG00000088053.7
ENSG00000163534.10
ENSG00000156738.13
ENSG00000165682.10
ENSG00000145850.4
ENSG00000164330.12
ENSG00000263293.1
ENSG00000005381.6
ENSG00000105374.5
ENSG00000122786.15
ENSG00000100721.6
ENSG00000116774.7
ENSG00000180644.6
ENSG00000253557.1
ENSG00000101162.3
ENSG00000100219.12
ENSG00000163751.3
ENSG00000012124.10
ENSG00000169575.4
ENSG00000197959.9
ENSG00000229044.1
ENSG00000169313.9
ENSG00000111961.12
ENSG00000007312.8
ENSG00000117154.7
ENSG00000073754.5
ENSG00000267337.1
ENSG00000183032.6
ENSG00000088827.8
ENSG00000067798.9
ENSG00000133800.4
ENSG00000011201.6
ENSG00000177675.4
ENSG00000122477.8
ENSG00000231992.1
ENSG00000250722.1
ENSG00000095970.12
ENSG00000100385.9
ENSG00000129538.9
ENSG00000160145.11
ENSG00000242082.1
ENSG00000140479.12
ENSG00000137672.8
ENSG00000258827.2
ENSG00000174233.7
ENSG00000172260.9
ENSG00000164181.9
ENSG00000188672.12
ENSG00000204420.4
ENSG00000183160.8
ENSG00000162687.12
ENSG00000197705.5
ENSG00000249693.2
ENSG00000203805.6
ENSG00000189056.9
ENSG00000143013.8
ENSG00000089094.12
ENSG00000187997.7
ENSG00000138722.5
ENSG00000110693.11
ENSG00000047648.17
ENSG00000029534.15
ENSG00000183762.8
ENSG00000038427.11
ENSG00000264066.3
ENSG00000170180.15
ENSG00000135144.3
ENSG00000085265.6
ENSG00000249464.1
ENSG00000184305.10
ENSG00000072952.14
ENSG00000182601.6
ENSG00000145649.7
ENSG00000236790.1
ENSG00000163554.7
ENSG00000011677.8
ENSG00000158270.10
ENSG00000155749.8
ENSG00000005961.13
ENSG00000101605.8
ENSG00000255819.2
ENSG00000157388.9
ENSG00000186417.9
ENSG00000070182.13
ENSG00000196517.7
ENSG00000182240.11
ENSG00000004939.9
ENSG00000152492.9
ENSG00000079215.9
ENSG00000118785.9
ENSG00000152078.5
ENSG00000169946.9
ENSG00000103740.5
ENSG00000196549.6
ENSG00000075340.18
ENSG00000023445.9
ENSG00000147454.9
ENSG00000111186.8
ENSG00000181104.6
ENSG00000133488.10
ENSG00000111339.6
ENSG00000267679.1
ENSG00000169282.13
ENSG00000151693.5
ENSG00000176225.8
ENSG00000204613.6
ENSG00000175449.9
ENSG00000250361.2
ENSG00000271092.1
ENSG00000185532.10
ENSG00000168329.9
ENSG00000243064.4
ENSG00000184500.10
ENSG00000137460.4
ENSG00000162512.11
ENSG00000168497.4
ENSG00000255733.1
ENSG00000107562.12
ENSG00000152409.8
ENSG00000151726.9
ENSG00000140403.8
ENSG00000184792.11
ENSG00000161640.11
ENSG00000057704.6
ENSG00000128805.10
ENSG00000135776.4
ENSG00000123124.9
ENSG00000179388.8
ENSG00000158578.14
ENSG00000129244.4
ENSG00000109684.10
ENSG00000103528.12
ENSG00000197093.6
ENSG00000087237.6
ENSG00000134545.9
ENSG00000154146.8
ENSG00000173372.12
ENSG00000143416.16
ENSG00000244734.2
ENSG00000150681.5
ENSG00000072110.9
ENSG00000164100.7
ENSG00000130656.4
ENSG00000080819.2
ENSG00000144331.14
ENSG00000128815.13
ENSG00000114450.5
ENSG00000137801.9
ENSG00000167815.7
ENSG00000214517.4
ENSG00000198108.3
ENSG00000117394.15
ENSG00000115993.7
ENSG00000244703.3
ENSG00000162852.9
ENSG00000176783.10
ENSG00000075618.13
ENSG00000035403.12
ENSG00000187017.10
ENSG00000155011.4
ENSG00000169877.5
ENSG00000166947.7
ENSG00000237152.2
ENSG00000116991.6
ENSG00000148218.11
ENSG00000172543.3
ENSG00000146090.11
ENSG00000248360.3
ENSG00000183508.4
ENSG00000187010.14
ENSG00000164010.9
ENSG00000197465.9
ENSG00000112212.7
ENSG00000164398.8
ENSG00000163106.6
ENSG00000128322.6
ENSG00000069702.6
ENSG00000110448.6
ENSG00000153071.10
ENSG00000066926.6
ENSG00000196660.6
ENSG00000177575.8
ENSG00000232021.2
ENSG00000240583.6
ENSG00000103056.7
ENSG00000130560.4
ENSG00000159339.9
ENSG00000197993.3
ENSG00000101335.5
ENSG00000168785.3
ENSG00000196565.8
ENSG00000017483.10
ENSG00000105173.9
ENSG00000072274.8
ENSG00000253535.1
ENSG00000105610.4
ENSG00000019169.9
ENSG00000007541.10
ENSG00000165322.13
ENSG00000225761.1
ENSG00000049323.11
ENSG00000183597.11
ENSG00000197721.12
ENSG00000126353.3
ENSG00000227082.1
ENSG00000090674.11
ENSG00000257252.1
ENSG00000259097.1
ENSG00000256269.2
ENSG00000128512.15
ENSG00000104760.12
ENSG00000175130.6
ENSG00000196188.6
ENSG00000150637.4
ENSG00000158050.4
ENSG00000213934.5
ENSG00000120885.15
ENSG00000164124.6
ENSG00000182985.12
ENSG00000009694.9
ENSG00000189430.8
ENSG00000258131.1
ENSG00000124098.9
ENSG00000162599.11
ENSG00000185291.6
ENSG00000206177.2
ENSG00000141441.11
ENSG00000105369.5
ENSG00000018280.12
ENSG00000225541.1
ENSG00000215908.5
ENSG00000187266.9
ENSG00000110777.7
ENSG00000173114.8
ENSG00000149781.8
ENSG00000164068.11
ENSG00000260592.1
ENSG00000065534.14
ENSG00000123094.11
ENSG00000115107.15
ENSG00000167536.9
ENSG00000005249.8
ENSG00000253154.1
ENSG00000106066.9
ENSG00000136929.8
ENSG00000169756.12
